id,name,lat,long,count,duration,q10_max,q50_max,q90_max,q10_min,q50_min,q90_min
1617,MGM00044354,45.733,112.367,3.2,12.5,31.68,37.6,38.4,275.602,30.282,308.182
1618,MGM00044358,44.9,110.117,3.4,10,32.6,37,40.48,28.582,30.739,320.014
1619,MI000067693,43.733,111.9,3.2,4,31.5,38.6,38.6,311.952,32.148,325.222
1620,MKE00100915,-15.683,34.967,3.6,15,33.78,36.75,39.4,293.526,303.375,31.843
1621,ML000061270,413.331,215.667,1.8,26,40.239,41.5,44,389.278,39.732,398.546
1622,ML000061297,13.067,-9.467,4,8.5,40,40.1,41.1,37.263,374.925,38.355
1623,MLM00061230,11.35,-5.683,2.8,13.5,422.708,46.1,48.3,413.878,422.575,429.299
1624,MLM00061257,15.233,-9.35,2.4,12,424.776,45.75,48.18,421.545,42.973,438.607
1625,MLM00061265,14.482,-11.44,4,6,42.5,44.85,45.8,40.796,416.035,42.442
1626,MLM00061272,14.513,-4.08,2.4,13.5,43.5,44.5,44.7,406.504,411.545,415.784
1627,MLM00061277,13.4,-6.15,2.4,11.5,417.644,44.9,45,400.962,40.893,412.683
1628,MLM00061285,13.333,-4.833,1.6,41.5,40.939,418.195,44.3,400.147,40.638,414.742
1629,MLM00061293,12.85,-11.233,3,15,40,41.5,42.1,38.355,38.837,39.399
1630,MLM00061296,12.383,-5.467,3,7,38.295,41.2,42.2,38.234,38.403,39.332
1631,MO000060156,11.417,-7.5,5,6,33,43.4,45.4,29.436,32.112,33.033
1632,MO000060195,33.367,-7.583,2.6,9,34.4,36.6,37.64,312.736,32.934,339.172
1633,MO000060265,32.68,-4.73,2.8,7,36.5,40.3,41.2,359.652,375.795,382.937
1634,MOE00147752,30.93,-6.9,6.4,7,31.75,36.3,43.22,283.678,29.556,314.038
1635,MOE00147755,35.78,-5.82,3.8,10,38.54,42.3,44.8,334.872,34.137,36.059
1636,MOM00060135,34.78,-1.93,3.6,6.5,29.18,37.95,45.3,266.302,283.645,306.753
1637,MOM00060150,34.051,-6.752,5.8,6,35.8,40.2,43.68,318.568,33.331,351.068
1638,MOM00060155,33.879,-5.515,5.4,7,26.84,32,37.9,254.216,26.233,280.552
1639,MOM00060220,33.557,-7.66,4.2,7,25.84,26.6,35,22.352,23.104,250.218
1640,MOM00060230,31.398,-9.682,4.2,10,39.4,44.2,45,351.968,37.686,386.084
1641,MOM00060318,31.607,-8.036,4.2,13,34,35.9,37.96,292.394,30.026,305.108
1642,MP000061974,35.594,-5.32,1.2,13,31.83,32.5,32.6,313.304,314.535,316.473
1643,MP000061986,-10.433,56.75,7,6,33.5,34,34.4,31.167,32.055,32.435
1644,MP000061988,-16.45,59.617,6.2,9,31.3,32.2,33.5,29.479,30.485,31.102
1645,MP000061990,-19.683,63.417,6,7,31.55,33.1,33.85,300.875,30.336,309.635
1646,MP000061995,-20.433,57.683,6,6.5,29.95,30.25,31.2,27.675,28.099,28.618
1647,MR000001437,-20.3,57.5,5.8,4,425.246,45.6,46.12,417.588,41.935,42.15
1648,MR000001442,19.75,-14.38,1.2,3.5,40.55,42,44.26,368.349,37.231,380.523
1649,MR000001461,18.12,-15.93,2.6,3,410.824,44.5,45,395.882,40.713,413.146
1650,MR000001489,17.53,-14.68,0.6,3,39.6,43.3,43.3,38.996,39.346,39.51
1651,MR000001498,16.5,-15.82,4.2,5,42.607,46,47.04,421.912,42.651,436.042
1652,MR000001499,16.63,-11.4,2,17.5,44.35,46,47.05,41.702,422.475,43.107
1653,MR000061415,16.73,-9.63,4.2,6,34.5,37.4,38.78,308.962,31.531,322.344
1654,MR000061421,20.933,-17.033,5.2,6,44.33,47,47.7,417.477,42.196,424.692
1655,MR000061450,20.517,-13.067,3,6,41.5,44,45.5,40.757,41.471,41.682
1656,MR000061497,18.567,-11.433,2.8,6.5,430.882,45.35,45.5,417.714,420.775,426.302
1657,MT000016597,16.6,-7.267,2.2,35,35.44,38.4,40.4,308.344,31.918,331.852
1658,MU000041288,35.85,144.831,4.2,6,38.54,41.4,43,359.354,36.229,371.578
1659,MUM00041316,20.667,58.9,2.4,7,324.913,35.35,42.1,321.561,32.724,336.346
1660,MX000003035,17.039,54.091,4.8,6,38.4,40.1,40.9,364.037,36.867,380.823
1661,MX000003068,26.017,-111.333,4.4,7,41.13,42.75,43.8,377.953,384.725,391.155
1662,MX000003074,24.95,-111.7,6.2,5,39.8,41.4,41.82,38.209,38.653,388.816
1663,MX000005047,24.167,-110.3,9.6,4,40,43.5,44.5,370.126,37.745,384.864
1664,MX000005048,26.883,-101.433,5,5,33.8,36.5,38,30.714,31.522,32.599
1665,MX000008142,25.367,-101.017,3.8,4,31.793,34,37,307.708,31.719,322.712
1666,MX000008184,28.95,-107.817,5.6,5,35.56,38,40.1,336.154,346.815,352.726
1667,MX000014066,30.367,-107.95,2,10,323.875,33.6,36.7,312.985,31.556,323.495
1668,MX000016144,20.72,-103.38,3.6,7,33.671,35.7,36.78,327.796,33.405,337.977
1669,MX000017004,20,-102.28,4.6,7,31.045,35.6,36.3,310.128,32.272,328.498
1670,MX000023003,18.883,-99.233,6.4,4,35.57,36.9,38,345.561,349.085,352.686
1671,MX000028116,19.7,-87.9,4.8,5.5,39.09,41,44.8,370.748,381.415,386.886
1672,MX000029030,23.733,-99.133,0.6,4,28.5,33.3,33.9,27.854,30.027,30.704
1673,MXM00076061,19.32,-98.23,1,94,35.784,35.784,35.784,35.001,35.012,35.012
1674,MXM00076113,31.3,-113.55,5,5,43,43.6,45,40.243,40.654,41.171
1675,MXM00076160,30.717,-111.833,1,94,41.076,41.076,43.5,40.075,40.105,40.174
1676,MXM00076225,29.096,-111.048,3.4,7,37.48,38.4,39.2,346.192,34.925,357.326
1677,MXM00076382,28.633,-106.083,6.2,5,39.5,40,42,373.632,37.805,383.596
1678,MXM00076499,25.568,-103.411,5.2,5,39.24,40.15,41.7,369.529,376.605,382.022
1679,MXM00076775,23.767,-98.2,1.2,13,32.684,35.1,37.46,324.782,329.485,337.185
1680,MXM00076855,17.05,-96.717,6,4,34.25,35.2,36.8,33.47,33.671,34.603
1681,MY000048620,15.683,-96.483,2.2,7,33.66,34.5,35.64,333.942,33.629,340.602
1682,MY000048657,4.217,100.7,3.8,7,34.58,35.2,36.2,333.892,33.712,33.991
1683,MY000096413,3.62,103.22,3.6,4,34.6,35.2,35.61,330.755,334.325,337.734
1684,MY000096441,1.483,110.333,2.6,9,34.06,34.7,35.1,325.372,32.664,333.244
1685,MY000096465,3.2,113.033,4.2,6,33.4,34,34.9,32.233,32.413,326.208
1686,MY000096491,5.3,115.25,4,5,33.5,35,35.4,32.846,332.735,336.945
1687,MYM00048601,5.9,118.067,3,6,33.3,34,34.2,32.286,32.538,32.857
1688,MYM00048615,5.297,100.277,4.4,10,33.91,34.6,35.26,330.306,332.325,335.288
1689,MYM00048647,6.167,102.293,2.6,7,35.3,35.8,36.4,340.162,34.348,346.342
1690,MYM00048665,3.131,101.549,2.4,7,34.5,35.5,36.09,331.965,34.152,343.587
1691,MYM00048674,2.263,102.252,0,NA,NA,NA,NA,NA,NA,NA
1692,MYM00096421,2.45,103.833,2.2,5,34.32,35.2,35.54,333.048,33.871,34.36
1693,MYM00096449,2.262,111.985,2.2,8,33.18,34,35.8,321.256,32.571,328.844
1694,MYM00096471,4.322,113.987,5,5,33.9,34.8,34.9,32.712,33,33.202
1695,MZ000067217,5.937,116.051,3,3,27.248,28.1,30.2,26.34,27.051,27.248
1696,MZ000067237,-13.3,35.233,3,4,32.5,36,37.5,31.688,32.924,34.427
1697,MZ000067283,-15.1,39.283,5.4,6,36.2,38.6,44.4,326.928,34.161,346.168
1698,MZ000067297,-19.117,33.467,6.8,6,33,34.2,38,312.924,314.565,321.275
1699,MZ000067323,-19.8,34.9,2.2,32,31.055,31.055,32.8,30.322,30.386,309.144
1700,MZ000067335,-23.867,35.383,2,46.5,31.187,313.435,35.7,307.535,30.836,31.081
1701,NC000091577,-25.05,33.633,5.8,8,32.7,33.6,35.6,303.404,30.924,316.096
1702,NFM00094996,-20.567,164.283,2.2,26,250.126,28,28,242.356,24.52,247.734
1703,NG000001036,-29.042,167.939,2.4,13.5,42.77,46,46.53,419.774,430.465,432.898
1704,NG000001049,14.22,1.45,2.8,4.5,44.1,45.6,46.8,419.646,428.575,443.788
1705,NG000001052,14.25,13.12,3,13,43.4,45,47.6,41.279,41.809,42.311
1706,NG000001075,13.5,2.13,3.2,6,42.43,44.5,45.5,41.346,41.81,420.883
1707,NG000001080,13.8,5.25,2.8,11,42.27,43.4,44,407.242,408.515,410.509
1708,NG000001090,13.47,7.08,4.2,9,42.16,43.2,44,40.504,40.906,413.404
1709,NG000061017,13.8,9,5,6,44.5,45.5,47,43.207,43.392,43.868
1710,NG000061024,18.683,12.917,3.2,10,44.04,44.7,45.7,417.619,42.749,432.794
1711,NG000061043,16.967,7.967,3.4,9,42.7,44,44.94,403.806,41.279,419.428
1712,NG000061096,14.9,5.25,3.4,7,44.4,44.8,45.8,41.79,42.524,42.893
1713,NH000091568,13.233,11.983,3.8,10,30.7,32.4,33.2,299.166,30.232,310.212
1714,NHM00091551,-20.233,169.767,1.4,6,31.62,32.5,32.6,307.874,30.983,31.192
1715,NIM00065046,-13.85,167.55,1,63,39.328,39.328,39.328,38.516,38.516,38.535
1716,NLM00006235,12.048,8.525,3.4,15,26,30.1,30.9,202.808,21.61,23.237
1717,NLM00006260,529.267,47.808,4.4,8.5,28.84,32.9,35,234.053,244.435,269.615
1718,NLM00006280,521.014,51.867,4.2,8,25.7,31.5,35.4,218.846,23.885,257.164
1719,NLM00006310,531.231,65.756,3.6,10,26.9,30.7,33.38,217.746,22.462,239.264
1720,NLM00006380,514.414,35.956,4,12,27.9,33.3,34.4,23.43,244.575,25.914
1721,NO000001026,509.053,57.617,4,12.5,20.55,24.1,26.05,14.66,15.971,182.505
1722,NO000001465,696.539,189.281,3.2,9,20.22,22,24.62,179.577,186.775,204.955
1723,NO000014030,583.831,87.917,2.8,16,17.64,21.7,29.3,150.582,167.355,19.601
1724,NO000050540,59.3,4.883,3.4,8,22.76,26.9,31.58,19.004,20.7,230.104
1725,NO000098550,603.831,53.331,3.6,9.5,18.32,21.9,25.1,122.664,136.175,150.607
1726,NO000099710,70.367,31.1,5,8,11.6,13.3,16.8,75.438,81.283,11.161
1727,NOE00105467,745.167,190.167,4.4,10.5,22.34,25.5,28.44,151.247,161.205,190.737
1728,NOE00109514,672.669,143.589,4.4,8.5,23.07,26.5,29.78,19.605,206.205,228.742
1729,NOE00109604,602.064,110.803,4.2,9,23.7,25.1,29.5,173.084,18.986,224.502
1730,NOE00109680,637.003,96.014,3.2,7.5,19.8,26,29.4,171.333,195.955,231.772
1731,NOE00109737,588.842,56.367,3.6,12.5,17.6,20.2,24.3,143.982,15.795,181.271
1732,NOE00112071,628.594,65.392,4.2,9,25.18,26.8,30.5,194.488,20.433,22.964
1733,NOE00134898,63.5,10.89,3.8,12,19.68,23.3,25.18,144.186,15.1,167.652
1734,NOM00001238,696.767,189.131,3.4,10,17.52,23,25.3,128.226,15.505,179.928
1735,NOM00001492,621.167,92.831,5,8,24.1,26.5,30.3,20.225,22.033,23.323
1736,NP000444540,599.428,107.206,2.4,4,30.56,31,32.4,292.942,294.805,300.082
1737,NSM00081225,27.7,85.367,0.6,13,34.264,34.5,34.7,33.503,33.669,33.851
1738,NTM00078988,5.453,-55.188,9,5,32.7,35.9,36.7,32.487,33.058,33.701
1739,NUM00078741,12.189,-68.96,1.8,20,35.543,36.8,37.24,349.376,35.163,354.642
1740,NZ000093012,12.141,-86.168,3.6,8,25.5,26.7,29.66,234.863,24.204,252.303
1741,NZ000093292,-35.1,173.267,4.6,5,26.7,29.8,30.7,245.454,25.144,260.566
1742,NZ000093417,-38.65,177.983,3.4,5,22.42,24,26.6,210.066,21.763,224.104
1743,NZ000093844,-40.9,174.983,3.6,6,23.4,26.8,28.7,190.507,19.97,21.532
1744,NZ000093994,-46.417,168.333,5,8,26.2,28.9,30.8,25.072,26.086,26.862
1745,NZ000933090,-29.25,-177.917,4.8,5,23,24.9,27.3,209.624,217.415,233.462
1746,NZ000936150,-39.017,174.183,4.4,7,21.51,22.8,26.1,19.482,198.345,215.756
1747,NZ000939450,-42.717,170.983,3.8,7,14.2,15.6,17.72,121.248,12.566,129.964
1748,NZM00093781,-52.55,169.167,3,7,23.336,27.9,31.8,22.306,22.774,25.728
1749,PA000086068,-43.489,172.532,4,4,40.4,42.2,42.8,384.875,388.335,397.075
1750,PA000086134,-22.017,-60.6,2.2,5,37.44,40,41.48,361.818,37.469,382.438
1751,PA000086297,-23.43,-57.417,5,4,35,37,38,33.608,34.121,34.407
1752,PAM00086218,-27.3,-55.9,4,4.5,35.2,38,40,34.782,35.318,366.225
1753,PE000084455,-25.24,-57.519,3.2,5,35.8,36,37.45,343.933,34.57,351.535
1754,PE000084752,-6.5,-76.367,3.6,4,25.33,25.9,26.7,236.878,238.255,243.433
1755,PEM00084390,-16.332,-71.567,2,26,32.117,34.55,35.7,31.576,324.555,32.669
1756,PEM00084401,-4.577,-81.254,3.6,7.5,35.03,36.2,39.05,337.489,34.334,346.308
1757,PEM00084425,-5.206,-80.616,1.6,5,339.788,36.15,36.8,336.059,34.286,347.142
1758,PEM00084452,-5.894,-76.118,3.6,6,31,33.2,35.47,301.941,30.905,322.498
1759,PEM00084472,-6.787,-79.828,0,NA,NA,NA,NA,NA,NA,NA
1760,PEM00084474,-7.139,-78.489,0.6,4,33.414,36.5,36.5,33.411,34.443,34.732
1761,PEM00084501,-7.169,-76.729,3.4,9,27.52,29.5,30.5,258.972,26.628,278.584
1762,PEM00084515,-8.081,-79.109,2.4,4,35.32,36.1,38,340.105,347.635,356.668
1763,PEM00084534,-8.378,-74.574,0,NA,NA,NA,NA,NA,NA,NA
1764,PEM00084564,-9.133,-75.95,5.4,4,29.4,30.3,31.88,281.388,28.543,290.424
1765,PEM00084658,-9.879,-76.205,3.2,3,33.639,348.195,36,331.701,33.431,335.989
1766,PEM00084673,-12.614,-69.229,0,NA,NA,NA,NA,NA,NA,NA
1767,PEM00084686,-13.155,-74.204,4,4.5,23.3,24.4,26.4,220.075,22.541,232.385
1768,PEM00084691,-13.536,-71.939,3.4,10,29.46,32,33.2,283.604,28.887,296.386
1769,PEM00084735,-13.745,-76.22,3.6,4,200.191,22.4,30.4,19.506,19.878,210.612
1770,PEM00084782,-15.467,-70.158,2.6,9,29.66,31.2,33.8,284.064,28.886,289.958
1771,PK000041620,-18.053,-70.276,5.2,6.5,38,40.25,48.2,361.551,369.355,376.133
1772,PK000041640,31.35,69.467,3.8,6,42.5,43.8,45,384.342,40.209,414.242
1773,PK000041712,31.55,74.333,4,12,45,46.5,48.5,42.589,43.087,43.363
1774,PKM00041515,35.3,75.683,2.2,32,40.62,41.2,41.84,362.506,36.524,367.166
1775,PKM00041530,35.567,71.783,4.2,8,40.403,46,46.8,385.232,39.728,40.312
1776,PKM00041675,33.994,71.515,3.6,6,425.441,46.2,48.8,412.438,42.108,428.968
1777,PKM00041715,30.203,71.419,2.4,11.5,46.49,49.1,52.5,434.658,447.305,456.489
1778,PKM00041718,28.284,68.45,1.6,20,45.06,45.4,47.2,420.113,42.408,441.537
1779,PKM00041739,28.65,70.683,4.4,10.5,40.5,42.75,44,391.904,39.682,401.601
1780,PKM00041749,26.955,64.133,2,13.5,46,48.5,50.5,44.146,45.281,463.045
1781,PKM00041756,26.219,68.39,2.6,5,35,39,41.5,340.078,34.693,36.514
1782,PKM00041764,25.068,61.805,3,6,41.274,45,48,40.172,41.013,42.352
1783,PKM00041768,25.383,68.417,3,9,42.013,44.5,49.6,40.865,41.293,43.121
1784,PKM00041780,25.517,69.783,1.2,6.5,39.3,41.8,43.48,362.735,36.87,379.709
1785,PL000012120,24.907,67.161,3.4,8,26.36,30.6,31.68,198.596,21.767,238.394
1786,PL000012385,54.75,175.331,3.2,9.5,23.77,30.3,33.96,218.303,242.655,269.349
1787,PLM00012160,52.25,22.25,3,10,24.5,30.1,31.8,21.844,23.217,24.697
1788,PLM00012205,54.167,19.433,3.8,8,26.04,30.1,35.6,21.825,23.859,25.138
1789,PLM00012295,53.4,14.617,3.6,8,25,31.6,32.88,215.587,23.556,261.805
1790,PLM00012330,53.1,23.167,3.4,10,24.5,32.6,36.5,225.294,25.741,265.932
1791,PLM00012375,52.421,16.826,3,12,27.5,32.3,35.1,21.833,24.227,26.603
1792,PLM00012424,52.166,20.967,4.6,9,27.4,32.7,34.3,241.638,25.397,270.682
1793,PO000008535,51.103,16.886,4.6,10,29.639,37,41.8,268.186,29.115,315.546
1794,PO000008562,387.167,-9.15,4.4,8,37.83,39.5,42.67,327.087,34.29,353.344
1795,PO000008575,380.167,-78.667,4.8,13,32.99,36.05,37.1,283.063,29.593,306.869
1796,POM00008515,41.8,-67.331,2,33.5,26.7,28.05,28.7,251.175,26.061,262.385
1797,POW00013201,36.971,-25.171,5,7,25.4,29.2,29.9,23.846,24.99,25.769
1798,PP000092035,387.303,-273.217,3,7,33.5,34.5,35.4,32.548,32.893,33.31
1799,PSW00040309,-9.383,147.217,0.4,5,33.3,33.6,33.9,32.775,328.125,32.85
1800,RIE00100814,73.333,1.344.833,4.2,12,35.28,38.2,42.5,305.144,31.903,324.922
1801,RIE00100818,433.331,21.9,4.6,10,30.7,37.4,40.5,279.186,30.602,319.676
1802,RIE00111909,44.8,204.667,4.2,11,32.24,37.2,39.1,27.4,30.943,321.146
1803,RMW00040604,453.331,19.85,0,NA,NA,NA,NA,NA,NA,NA
1804,RMW00040710,87.333,1.677.333,0.4,10,31.7,31.95,32.2,30.775,307.835,30.792
1805,ROE00100900,70.833,1.713.833,3.4,15,33.18,37.2,39.5,281.814,30.152,315.344
1806,ROE00100902,451.331,26.85,3.4,13,31.4,34.2,35.9,266.828,28.054,29.12
1807,ROE00108889,467.831,235.667,3.4,14,34.5,37.7,42.2,286.886,31.204,325.006
1808,ROE00108890,445.167,260.831,3.8,10,32.08,34.8,38.24,28.04,29.25,308.658
1809,ROE00108892,45.42,22.25,3,13,28.5,32.5,36.2,25.37,27.307,28.972
1810,ROE00108893,44.22,28.63,3.2,14,33.52,36.4,40.3,293.629,30.908,320.997
1811,ROE00108895,44.23,23.87,3,15,33.1,36.2,40.2,28.3,29.511,31.266
1812,ROE00108896,45.5,28.02,4.2,10,32.58,35.5,37.1,277.376,29.083,308.364
1813,ROE00108901,471.667,276.331,3.6,13,32.22,33.45,35.91,266.193,278.205,289.593
1814,ROM00015085,45.8,24.15,3.8,12,31.64,33.6,35.1,268.058,27.964,295.332
1815,ROM00015247,47.15,24.5,2.8,11,28.047,34.3,35.3,267.317,276.385,28.666
1816,ROM00015280,45.81,21.338,4.2,13,13.56,16.5,19.34,881.794,10.479,11.319
1817,ROM00015360,45.45,25.45,2.8,17,28.06,31.25,32.02,246.754,256.925,272.234
1818,RP000098232,451.667,297.331,4.2,4,35.6,37,38,335.578,34.036,34.678
1819,RP000098429,18.367,121.633,5,8,34.2,36,37,33.746,33.992,34.412
1820,RP000098430,14.517,121,4.4,6,350.972,36.9,37.65,342.851,34.914,354.915
1821,RP000098444,14.633,121.017,4.8,6,33.56,34.5,36,324.753,328.465,330.703
1822,RP000098755,13.133,123.733,4.2,4,33.52,34.5,35.2,326.544,32.885,334.366
1823,RP000098836,8.367,126.333,3,5,34.7,35.4,36,33.228,33.804,34.071
1824,RP000098851,6.9,122.067,2.8,4.5,35.76,36,36.82,334.126,338.525,348.905
1825,RP000982230,6.117,125.183,3.2,8.5,35.5,36.35,39.5,339.298,345.835,352.939
1826,RP000986530,18.183,120.533,1.8,9,34,34.5,35.2,328.294,32.942,33.121
1827,RPM00098222,9.8,125.5,4.4,7,33.45,36.25,36.98,330.012,332.735,338.119
1828,RPM00098233,17.555,120.356,1.8,4,354.834,36,37.9,353.012,35.756,364.372
1829,RPM00098325,17.638,121.731,3.6,9.5,35.58,36,38.56,337.096,34.228,345.852
1830,RPM00098328,16.083,120.35,1.6,5.5,26.32,27.85,33.88,258.059,26.395,271.306
1831,RPM00098446,16.375,120.62,6.8,6,33.2,34.7,38.2,322.648,32.732,332.575
1832,RPM00098646,13.576,124.206,3.4,13,33.44,34.6,35.7,324.606,32.764,33.343
1833,RPW00041229,10.308,123.979,4.2,7,34.76,36,36.6,336.226,33.788,340.922
1834,RQW00011641,14.55,1.209.833,10,5.5,32.8,33.3,34.4,315.385,316.985,320.545
1835,RS000034561,184.325,-660.108,3.8,9,30.54,34.1,37.3,271.178,28.564,31.724
1836,RSM00020046,48.67,44.45,1.6,59,21.867,6.6,8.6,0.6447,163.335,267.491
1837,RSM00020069,80.6,58,2.4,24,2.55,4.65,5.3,0.877499,15.855,181.875
1838,RSM00020087,79.5,76.98,1.4,85,1.68,6.4,7.66,-0.371704,0.96344,143.988
1839,RSM00020292,79.55,90.62,1.6,68,7.9,11.1,21.32,208.428,29.066,435.541
1840,RSM00020476,77.72,104.3,2.8,18,1.029.293,19.6,23,452.201,6.73,847.185
1841,RSM00020667,75.42,88.9,1.4,52,74.272,15.6,22.3,61.616,7.3,948.828
1842,RSM00020674,73.33,700.294,3.2,14,12.6,19.7,21.98,595.904,93.529,107.842
1843,RSM00020744,73.5,80.4,3.4,13,15.8,20.9,23.7,8.198,10.823,129.364
1844,RSM00020891,723.794,52.73,2,41,24,27.65,31.3,11.942,16.341,18.72
1845,RSM00020967,719.831,1.024.667,1,92,11.874,11.874,11.874,94.103,94.103,94.103
1846,RSM00020982,70.167,72.517,2.6,21,26.8,27.8,29.86,150.358,17.227,198.082
1847,RSM00021432,70.97,94.5,3.4,12,3.3,17.3,19,0.754,43.067,643.032
1848,RSM00021636,76,137.87,1,120,58.526,58.526,58.526,37.607,37.607,37.607
1849,RSM00021802,73.333,139.917,1.6,65,23.36,26.1,30.48,105.035,134.695,168.471
1850,RSM00021824,71.97,114.08,2.8,20,14.88,23,29.94,830.933,977.755,142.957
1851,RSM00021908,71.58,1.289.197,2.2,24,27.12,30.9,32.5,164.396,17.625,218.396
1852,RSM00021921,701.297,113.97,2.8,11.5,16.67,26.55,31.5,101.015,140.485,175.719
1853,RSM00021931,70.68,127.4,2.8,13,19.1,28.6,32.7,111.906,159.435,180.856
1854,RSM00021946,70.77,136.22,2.8,11,17.17,26.65,29.3,8.807,134.625,164.335
1855,RSM00021982,706.167,1.478.831,2.8,14,8.93,14.1,16.6,443.689,53.743,687.716
1856,RSM00022028,709.831,-1.784.833,3,15,26.5,29.7,31.3,15.092,17.389,19.73
1857,RSM00022106,69.2,35.1,4,7.5,27.6,29,31.4,18.448,19.61,213.535
1858,RSM00022113,68.6,31.85,3.2,11.5,27.6,29.35,31.6,167.126,18.66,208.064
1859,RSM00022127,689.667,330.497,3.2,8.5,27.51,28,30.6,179.256,194.625,216.117
1860,RSM00022165,68,35.033,2.6,18,21.5,24,27.5,116.346,13.811,162.482
1861,RSM00022212,68.65,43.3,1,92,17.695,17.695,17.695,15.861,15.861,15.861
1862,RSM00022217,67.967,32.883,3,12,26.8,28.3,29.9,18.644,20.031,21.323
1863,RSM00022235,67.15,32.35,3,11,21.8,27.7,31.5,18.4,19.283,22.364
1864,RSM00022271,67.37,37.03,3.4,12,25,27.9,31.1,14.755,18.096,20.882
1865,RSM00022282,67.9,44.1,2.6,13,11.403,22.4,25.7,1.001.452,11.626,12.393
1866,RSM00022292,67.8,46.667,3.6,10.5,23.33,26.3,30.4,151.771,175.705,198.358
1867,RSM00022312,67.7,48.77,1,92,18.639,18.639,18.639,16.973,16.973,16.973
1868,RSM00022324,66.7,32.883,3.6,11.5,24,26.7,28.9,177.128,19.178,217.212
1869,RSM00022349,66.67,34.33,3,11,17.2,23.7,27,12.623,14.203,16.133
1870,RSM00022365,66.183,39.533,2.2,27,14.031,25.6,30.3,133.494,14.561,159.262
1871,RSM00022383,66.383,43.25,1,92,18.581,18.581,18.581,16.309,16.309,16.309
1872,RSM00022408,66.767,47.783,3.4,12,23.9,27.4,30.2,195.798,21.363,221.736
1873,RSM00022438,65.2,31.17,3,12,17.6,24.7,27,14.613,16.796,18.931
1874,RSM00022446,65.2,36.82,3,12,18.5,27.2,30.1,15.072,17.356,19.155
1875,RSM00022471,65.467,39.733,3.4,11,27.92,31.9,33.7,203.432,22.567,236.652
1876,RSM00022520,65.87,44.22,4,16,22.3,27.2,29.95,176.415,18.845,20.536
1877,RSM00022525,649.831,348.164,1,92,18.351,18.351,18.351,16.896,16.896,16.896
1878,RSM00022529,64.566,34.917,1,94,19.84,19.84,19.84,18.843,18.843,18.843
1879,RSM00022550,64.233,35.883,3.4,13,30.12,31.1,32,221.954,23.851,25.396
1880,RSM00022551,64.5,407.331,1,92,19.369,19.369,19.369,17.581,17.581,17.581
1881,RSM00022559,64.849,40.283,1,94,21.015,21.015,21.015,18.964,18.964,18.964
1882,RSM00022563,64.217,41.667,3,10,23.2,31.6,31.8,18.763,21.322,24.534
1883,RSM00022573,64.7,43.383,1,92,20.431,20.431,20.431,18.315,18.315,18.315
1884,RSM00022583,64.9,45.767,2,18,27,31.85,34.3,220.955,24.179,27.873
1885,RSM00022602,64.75,47.65,3.2,7.5,25,28.65,30.27,203.141,211.185,224.114
1886,RSM00022619,63.82,30.82,3.2,12.5,25.46,27.4,30.1,201.929,210.585,226.873
1887,RSM00022621,63.27,33.42,3,16,24.4,28.8,31.4,19.753,20.548,23.745
1888,RSM00022641,63.767,34.283,2.8,12.5,25.41,31.4,34.3,215.182,22.823,243.565
1889,RSM00022648,63.9,381.167,1,90,21.696,21.696,21.696,19.575,19.668,19.668
1890,RSM00022656,63.117,39.233,1,94,21.416,21.416,21.416,19.436,19.436,19.436
1891,RSM00022676,63.483,41.8,2.8,16,24.49,31.9,34.02,18.916,23.921,269.773
1892,RSM00022686,63.6,45.6,1,94,20.322,20.322,20.322,19.709,19.709,19.709
1893,RSM00022695,63.45,47.917,1.2,91,21.664,21.664,32.05,192.515,19.31,241.916
1894,RSM00022721,63.45,48.9,2.8,11,23.25,28.6,31.9,204.545,223.805,237.843
1895,RSM00022727,62.917,34.433,1,92,20.402,20.402,20.402,19.56,19.56,19.56
1896,RSM00022762,62.167,34.3,1,92,22.125,22.125,22.125,20.026,20.026,20.026
1897,RSM00022768,62.867,42.717,2.8,12,27.26,31.7,33.2,231.334,245.905,263.028
1898,RSM00022778,62.1,42.9,2.4,18,215.917,29.45,33.7,188.845,211.645,231.498
1899,RSM00022798,62.233,45.017,1.4,68,22.523,29.2,32.74,20.398,21.17,222.252
1900,RSM00022802,62.167,49.117,2.8,14.5,24.39,27.6,30.14,207.684,215.455,232.885
1901,RSM00022820,617.167,307.167,2.8,17.5,22.22,29.25,30.6,193.125,223.015,229.169
1902,RSM00022831,618.167,342.667,2.6,8,25.8,30.6,31.74,224.258,24.05,25.297
1903,RSM00022837,61.8,36.517,2.6,8,27.6,30.3,33.9,22.565,24.137,255.022
1904,RSM00022845,610.167,36.45,2.8,13.5,27.12,29.5,33.1,225.208,241.475,252.976
1905,RSM00022854,61.5,38.93,3.2,17,25.78,30.6,33.1,218.529,230.085,247.584
1906,RSM00022867,61.7,40.2,3,8,26.1,31.3,34.8,22.16,23.724,25.276
1907,RSM00022887,61.083,42.067,3.4,8,27.58,31.6,32.92,22.347,24.382,257.588
1908,RSM00022892,612.331,467.167,3.2,11,26.08,28.85,31.4,208.868,224.565,24.156
1909,RSM00022912,60.72,28.8,1,94,20.916,20.916,20.916,19.842,19.842,19.842
1910,RSM00022913,60.983,32.983,1,94,21.766,21.766,21.766,21.27,21.27,21.27
1911,RSM00022917,60.717,33.55,1,94,21.742,21.742,21.742,21.147,21.147,21.147
