name;lat;long;count;duration;q10_max;q50_max;q90_max;q10_min;q50_min;q90_min
CHM00056739;26,65;102,25;3,6;6,5;27,43;28,35;29,3;25,3787;25,775;26,2264
CHM00056768;25,117;98,483;3,6;6;28,61;29,6;31,2;26,6895;27,25;28,0205
CHM00056778;25,017;101,517;2,6;7;27,78;29,3;30,3;26,0862;26,911;27,773
CHM00056951;25,017;102,683;2,8;5,5;28,29;30,5;30,8;27,044;28,351;28,9951
CHM00056954;23,95;100,217;1;5;32,5;32,5;32,8;30,192;30,7;31,56
CHM00056964;22,567;99,933;1,4;7;30,16;30,5;31,1;28,0776;28,8;29,5262
CHM00056985;22,767;100,983;1,6;6;30,83;32,8;32,9;29,4056;29,857;30,3641
CHM00057036;23,383;103,383;4;11;35,5;38,7;40,3;31,4575;33,498;35,3835
CHM00057067;34,3;108,933;3,6;8,5;32,76;37,2;38,66;30,296;31,9365;33,5995
CHM00057083;34,05;111,033;5,2;8;35,5;37;41,28;31,0741;32,104;33,9422
CHM00057127;34,717;113,65;3;16;32,3;36,1;38,3;29,567;30,683;32,069
CHM00057237;33,067;107,033;3,4;11;32,08;36,3;39,2;29,8884;31,448;32,6512
CHM00057265;32,067;108,033;4,2;9;34,98;38,3;38,6;32,3324;33,455;34,115
CHM00057290;32,383;111,667;4,2;11;33,7;37,7;39,88;31,6252;33,039;34,5718
CHM00057297;33;114,017;3;14;34,5;37,3;39,2;31,591;32,405;34,496
CHM00057411;32,133;114,05;2,8;13,5;34,25;38,9;39,6;31,3344;32,9645;33,7012
CHM00057447;30,8;106,083;4;13,5;35,55;38,4;38,8;31,4205;33,253;33,8295
CHM00057461;30,283;109,467;3,8;12;35,5;38,4;39,8;31,7792;33,385;34,4184
CHM00057494;30,7;111,3;3,6;11,5;35;37,8;39,6;32,3167;33,966;34,7971
CHM00057516;30,6;114,05;3,2;16,5;33,31;38,5;40;30,8857;33,3885;35,627
CHM00057633;29,583;106,467;3,2;10;32,15;35;36,4;29,0274;30,7115;31,0747
CHM00057662;28,833;108,767;4,2;11;34,54;38,6;39,8;32,6522;33,794;34,3728
CHM00057687;29,05;111,683;3;15;34,9;38,2;40,6;32,38;33,558;35,926
CHM00057707;28,233;112,867;3;11;29,9;32,6;33,3;27,42;28,16;29,15
CHM00057745;27,3;105,233;4;9;33,85;36,9;37,85;31,4785;32,6355;33,7565
CHM00057799;27,45;109,683;2,8;16;35,15;38,8;40,9;33,2333;34,571;36,7153
CHM00057816;27,117;114,967;4,2;8;29,5;32,7;33,74;27,7122;28,763;29,1446
CHM00057866;26,583;106,733;2,6;11;35;37,8;39,7;32,4866;33,391;35,5874
CHM00057902;26,233;111,617;3;7;31;31,6;32,7;27,542;28,292;29,046
CHM00057957;25,433;105,183;4;11,5;33,7;37,3;38,95;32,3265;33,372;34,42
CHM00057993;25,333;110,3;4,2;9;35,62;38,3;40;33,6276;34,737;36,196
CHM00058027;25,867;115;3,8;15;34,8;36,3;39,9;31,1878;32,365;33,176
CHM00058040;34,283;117,15;3,6;14;33,2;36,5;39,5;28,8835;30,459;31,8488
CHM00058102;34,85;119,133;3,8;12;35,7;37,9;40,3;31,2636;33,734;34,6678
CHM00058221;33,883;115,767;3,4;15;34,38;37,7;39,76;31,8154;33,444;34,1778
CHM00058238;32,95;117,367;2,6;19;33,56;38,2;40;31,4206;32,673;33,4988
CHM00058251;31,933;118,9;3,2;15,5;33,23;37,25;38,8;28,7413;31,588;32,2748
CHM00058314;32,85;120,283;2,8;16;36,29;39;40,7;32,7556;34,1095;34,8807
CHM00058321;31,4;116,333;3,6;13,5;33,43;37,85;40,3;31,2432;33,1145;33,7927
CHM00058367;31,867;117,233;1;64;32,039;32,039;32,039;31,711;31,711;31,711
CHM00058424;31,167;121,433;2,4;23,5;35,8;38,3;40,9;32,4219;34,034;34,7494
CHM00058457;30,533;117,05;2,4;21;36,21;38,3;40,3;32,0919;33,914;36,2488
CHM00058477;30,233;120,167;2,2;26;33,32;36,6;38,3;30,0378;31,352;32,9332
CHM00058527;30,033;122,117;3,8;10;36,16;38;40,36;32,9858;34,229;35,7254
CHM00058606;29,3;117,2;3;19;35,1;38,2;39,5;32,565;33,917;34,968
CHM00058633;28,6;115,917;2,6;14;34,98;38,9;40,9;32,7562;33,663;36,7234
CHM00058666;28,967;118,867;2,2;28;29,2;31,3;32,14;26,996;28,455;29,509
CHM00058715;28,45;121,883;3,2;9,5;35,72;37,3;40,26;33,1997;34,0425;35,9255
CHM00058834;27,583;116,65;3,6;11;36,13;38,2;41,8;33,5749;34,691;37,8952
CHM00058847;26,633;118;4,4;10;37,21;38,7;41,7;33,5225;34,1065;37,0515
CHM00058921;26,083;119,283;4,6;10;36,3;37,9;40,1;33,88;34,781;36,9204
CHM00059023;25,967;117,35;4;8;34,7;37,3;38,3;32,7485;33,8745;34,7365
CHM00059082;24,7;108,05;4;9,5;35,6;37;39,45;32,986;34,044;35,7395
CHM00059134;24,667;113,6;3,6;11,5;34,93;36,9;38,5;32,0683;32,7455;33,6849
CHM00059211;24,483;118,083;3;9;37,3;38,6;39,1;34,764;35,377;36,289
CHM00059254;23,9;106,6;3,6;6,5;34,78;36,4;38,92;33,3918;34,0895;35,3055
CHM00059265;23,4;110,083;3,2;8,5;35,08;36,85;37,8;33,9035;34,558;35,1568
CHM00059287;23,483;111,3;3,8;8;34,84;36,6;39,1;33,2332;34,1;35,505
CHM00059293;23,217;113,483;3,4;8;35,38;37,6;39;33,5598;34,614;35,4284
CHM00059316;23,8;114,733;3,6;15;36,6;37;38,4;32,8785;33,263;33,6766
CHM00059417;23,4;116,683;3,2;7,5;35,14;37,15;38,8;34;34,8645;35,4441
CHM00059431;22,367;106,75;4;7;35,1;36;38,5;32,7175;33,8675;34,728
CHM00059501;22,633;108,217;4,4;8;33,5;34,35;35,1;31,9027;32,099;32,5986
CHM00059632;22,783;115,367;3,6;7;33,75;35,3;37,3;33,058;33,524;33,8846
CHM00059663;21,95;108,617;3,2;8,5;32,96;35,2;36,16;32,399;32,993;33,4639
CHM00059758;21,867;111,967;2;6;34,1;36,8;37,7;33,693;34,9135;35,6625
CHM00059838;20;110,25;0,6;22;33,3;33,5;34,5;32,482;32,54;32,843
CHM00059855;19,1;108,617;2,8;5,5;35,37;36,05;37,4;33,5297;34,517;34,7568
CHM00059948;19,233;110,467;4,8;7;33,18;34,2;35,4;32,1937;32,4025;33,4645
CHM00059981;18,217;109,583;4,8;9;33,2;33,5;33,8;31,7076;32,1305;32,517
CI000085406;16,833;112,333;3,8;12;26,96;28,7;29,48;25,6384;26,001;26,358
CI000085442;-18,35;-70,333;4,4;9;25,6;26;28,2;23,449;23,6195;23,8897
CI000085469;-23,433;-70,45;3,2;14;28,08;29,4;30,8;27,3589;27,841;28,2784
CI000085488;-27,167;-109,433;4,6;10;23,4;24,2;25,6;21,1304;21,643;22,2554
CI000085585;-29,917;-71,2;7;8;23,8;25;26,4;21,308;21,705;22,352
CI000085629;-33,633;-75,817;5;8;33;34,7;35;30,138;30,474;31,223
CI000085799;-34,967;-71,233;6,4;5;21,2017;23,3;30,1;20,2675;20,641;21,2551
CI000085934;-41,433;-73,1;6,8;5,5;19,8;20,55;26,8;15,7335;16,0085;16,7131
CIM00085577;-53;-70,967;2;61,5;31,272;31,272;31,272;30,335;30,396;30,457
CIM00085672;-33,433;-70,683;6;6,5;30,9095;33,4;37,45;29,2345;30,32;31,103
CIM00085864;-36,582;-72,031;6,8;4;22,8;27,2;33,8;19,9065;20,569;23,0277
CJW00011813;-45,594;-72,106;1;216;32,133;32,133;32,133;31,391;31,391;31,391
CK000096996;19,3;-81,3667;2,2;15;31;32;32;29,9604;30,544;30,6966
CM000004910;-12,183;96,833;5;5;34,4;35,2;39,8;33,122;33,312;33,922
CO000080001;4,02;9,72;2,6;5;30,357;32,6;33,42;30,357;30,864;31,6808
CO000080222;12,583;-81,717;1;4;20,4;22,3;22,5;20,337;21,053;21,074
CO000080259;4,701;-74,15;2,2;4;31,36;33,2;34,8;30,6172;31,505;31,9562
CO000080342;3,55;-76,383;0;NA;NA;NA;NA;NA;NA;NA
COM00080009;1,417;-77,267;4;4;35,3;36,2;37,2;33,9305;34,4425;34,9775
COM00080022;11,12;-74,231;3,6;4;33,1;34,3;35;32,2374;32,505;32,6377
COM00080028;10,442;-75,513;2,6;4;34,3618;35,2;36,7;33,5592;33,837;34,508
COM00080036;10,89;-74,781;0,4;27,5;38;38;38;36,186;36,2185;36,251
COM00080063;10,435;-73,25;0,6;11;35,6;35,6;35,6;34,829;34,899;35,155
COM00080091;8,824;-75,826;0,2;40;34;34;34;32,99;32,99;32,99
COM00080097;7,024;-73,807;7;4;35,7;36,6;37,9;33,861;34,489;34,828
COM00080099;7,928;-72,512;0;NA;NA;NA;NA;NA;NA;NA
COM00080110;7,069;-70,737;0;NA;NA;NA;NA;NA;NA;NA
COM00080144;6,22;-75,591;0;NA;NA;NA;NA;NA;NA;NA
COM00080210;5,691;-76,641;4,4;4;29,34;30,35;31,6;28,6036;28,7765;29,108
COM00080211;4,813;-75,74;0,6;4;30,6;30,8;31;29,711;29,879;29,987
COM00080234;4,453;-75,766;0,4;121,5;32,699;32,699;32,699;31,973;31,976;31,979
COM00080315;4,168;-73,614;5,8;5;35,284;37,5;38,6;34,6814;35,473;35,8652
COM00080370;2,95;-75,294;0;NA;NA;NA;NA;NA;NA;NA
COM00080398;0,862;-77,672;4,2;4;33,3712;34,6;35,4;32,5638;32,699;33,2134
CS000081003;-4,193;-69,943;2,4;5,5;30,7;31;32,35;30,1951;30,275;31,0404
CSM00078762;9,967;-83,017;3,8;5;30,78;31,6;33,4;30,0906;30,629;31,004
CT000004600;9,994;-84,209;2,8;4,5;32,137;36,1;36,5;32,1126;32,309;33,4135
CUM00078355;4,22;15,78;1,4;94;32,8126;33,023;34,5;31,981;32,169;32,7094
CUW00011706;21,4;-77,85;6,6;9;32,2;34,4;35;31,8434;32,283;32,727
CY000176090;19,9;-75,15;3;10;36;37,6;40,7;32,508;33,453;33,676
DA000032020;34,8831;33,6331;2,6;9;24,04;27,1;29,12;19,1032;20,781;21,3916
DAM00006030;55,3;14,7831;4;7,5;22,7;28,3;30,8;19,638;21,177;22,509
DRM00078486;57,093;9,849;7,2;5,5;32,6;34,5;35,5;32,2891;32,5555;32,7204
EC000000006;18,433;-69,883;0;NA;NA;NA;NA;NA;NA;NA
EG000062306;-1,1;-79,467;3,6;10,5;31,91;38,4;44,2;29,9755;30,716;31,7632
EG000062414;31,3331;27,2167;3,8;10;44,8;46,6;48,1;42,117;42,472;43,15
EG000062417;23,9667;32,7831;3,8;17;42,8;43,4;45,92;38,5966;39,082;40,2814
EG000062432;29,2;25,3167;3,8;8;41,48;44,4;46,56;39,9916;40,976;41,1754
EGM00062318;25,4831;29;4,4;9,5;32,1;36;39,4;30,4884;30,857;31,758
EGM00062387;31,184;29,949;4,8;8;40,63;42,35;44,9;37,2058;37,4585;38,5163
EGM00062423;28,083;30,733;3,8;8;40,06;44,5;46,6;38,44;39,156;40,9208
EGM00062435;27,05;27,983;4,6;7;43,4;46,2;48,24;40,98;41,897;43,3704
EI000003953;25,45;30,533;4,2;9;20,3;22,4;26,1;17,298;18,284;19,7496
EI000003969;51,9394;-10,2219;5,6;7;22,11;24,8;27,1;19,2978;20,1635;21,453
EI000003980;53,3639;-6,3192;4,2;9;19,1;22,3;24,5;16,5608;17,248;18,2502
EIM00003973;55,3717;-7,34;4,4;9;19,97;22,85;25,36;16,8999;17,442;18,423
EN000026029;53,91;-8,818;1,6;57;21,8746;29,2;31,53;19,1658;21,725;22,8539
EN000026038;59,383;24,033;2,4;30;19,3371;27,35;29,28;18,6205;20,4595;22,2114
EN000026045;59,3831;24,5831;2,6;8;25,34;27,9;30,76;19,745;21,31;22,9264
EN000026115;59,517;26,533;2,2;13;22,5944;26,4;30,3;17,0936;19,779;22,5648
EN000026116;58,917;22,067;1;92;20,224;20,224;20,224;18,899;18,899;18,899
EN000026120;59;22,817;4;9,5;24,45;27,6;36,2;20,7175;21,8385;24,8335
EN000026128;58,95;23,817;2,4;15,5;23,3573;27,3;31,06;18,5313;20,6475;23,3676
EN000026134;58,567;23,517;3,6;8;23,9204;27,6;31,6;19,7393;22,743;24,4232
EN000026135;58,967;24,733;4,2;9;24,96;28,5;30,32;20,4514;21,781;24,132
EN000026141;58,817;25,417;3,6;8;23,4;27,2;29,71;20,3076;21,679;23,809
EN000026214;59,133;26,233;4,2;7;24,2458;28,3;31,02;20,8586;22,524;24,3034
EN000026226;58,367;25,6;1,4;64;22,756;29,6;31,8;20,4892;22,172;23,501
EN000026229;58,1;23,967;2;26;21,4;27;32;20,187;20,416;23,26
EN000026242;57,867;24,367;4,4;8,5;23,95;28,2;31,8;20,5706;22,08;24,8235
EN000026249;58,3;26,7331;4,2;7;24,8;29;32,66;20,926;22,87;25,314
ENE00100914;57,8458;27,0192;2;22,5;23,85;28,3;31;18,9265;21,083;23,043
ES000078650;58,3831;21,8153;4;8;35;35,4;37,45;33,6215;34,259;34,7715
ES003800510;13,567;-89,833;2,8;6,5;34,6;36;36,16;33,1127;33,5795;33,9173
ET000063331;13,7;-89,117;0;NA;NA;NA;NA;NA;NA;NA
ET000063333;12,55;37,417;1;92;30,087;30,087;30,087;28,701;28,701;29,213
ET000063402;11,117;39,733;0;NA;NA;NA;NA;NA;NA;NA
ET000063403;7,667;36,833;1;121;25,897;25,897;25,897;25,357;25,357;25,36
ET000063450;8,15;35,533;0;NA;NA;NA;NA;NA;NA;NA
ET000063471;9,033;38,75;1,2;93;34,7069;34,769;34,769;33,0623;33,812;34,2037
EZ000011464;9,6;41,85;4,4;12;26,5;31,7;34,7;21,9664;23,693;25,5994
EZM00011406;50,5544;13,9314;4,4;10,5;29;31,7;32,6;22,8258;24,4805;26,3526
EZM00011518;50,067;12,383;4;15;27,7;32,15;33,6;22,7045;24,2745;26,5175
EZM00011603;50,101;14,26;3,6;15;27,33;31,5;34,93;22,1158;24,712;27,3
EZM00011659;50,767;15,017;4,2;15;29,4;30,3;34,36;22,9108;23,744;27,1504
EZM00011723;49,583;15,767;2,8;14;27,47;33,45;34,93;24,7328;26,2475;27,1721
EZM00011782;49,151;16,694;4,8;8;27,52;32,2;35;23,3605;25,2915;26,9191
FG000081405;49,696;18,111;0,2;3;32,3;32,3;32,3;32;32;32
FI000002401;4,833;-52,367;3;16;27,3;29,2;29,6;20,902;22,425;24,123
FI000002963;62,4019;25,6783;3,2;9;23,62;28,5;30,9;20,7331;21,5595;24,2369
FI000007501;60,8139;23,5006;3;15;24,7;27,2;29,6;19,668;20,678;23,278
FIE00141810;67,3678;26,6328;2;39,5;20,9;24,7;27,1;17,647;19,8245;20,9085
FIE00141935;59,7842;21,3708;3,2;12,5;26,4;27,9;30,67;20,9365;22,741;24,1068
FIE00142080;60,3867;22,5544;2,4;23;25,34;28,8;30,7;21,0411;22,631;24,3112
FIE00142101;60,3269;24,9603;1;94;21,157;21,157;21,157;19,987;19,987;19,987
FIE00142511;60,2;24,9167;3;11;26,4;29,4;32;20,729;22,509;24,518
FIE00142751;60,5153;22,2775;3,2;15;22,42;28,6;31,7;20,4185;21,7965;24,1715
FIE00143066;60,5956;24,8064;2,8;18;26,58;29,3;31,3;21,2584;22,305;24,509
FIE00143231;61,1994;26,0528;3,2;19,5;26,27;29,7;31,4;20,8838;22,516;23,9793
FIE00143381;61,0439;28,1542;2,8;20,5;25,16;28,6;31,5;20,294;21,882;23,7372
FIE00144132;61,8381;22,4669;3;9;24,2;27,7;31,1;20,52;21,775;23,907
FIE00144212;61,8017;29,3181;3,8;8;26,06;27,7;29,84;19,6392;21,122;23,2702
FIE00144322;63,0417;21,7678;3,6;12,5;24,73;29,4;31,36;21,4326;22,535;24,053
FIE00144712;62,9367;22,4908;2,6;14;26,1;28,2;29,9;20,5884;22,094;23,7486
FIE00144877;63,1431;27,3158;3,2;10;22,84;28,6;30,3;19,9821;21,9125;22,5978
FIE00144882;62,6594;29,6144;3,6;7,5;23,84;28,7;30,11;19,5515;22,205;23,3788
FIE00145377;63,2317;29,2378;2,8;10,5;25,05;28,3;29,67;19,8057;21,494;22,9883
FIE00145622;64,2814;27,6783;3,4;9;25,7;29,3;31,3;20,3556;21,323;23,3432
FIE00145627;64,9283;25,3506;3;14;26,7;28,3;30,7;20,513;21,977;24,334
FIE00146062;64,6833;25,0925;3;16;24,3;28,6;29,7;18,375;19,32;20,771
FIE00146162;65,995;29,2258;3;11;25,4;27,8;28,9;20,027;21,176;23,72
FIE00146423;66,5289;24,6531;3,2;13,5;25,5;27;29,25;18,0845;19,4165;21,1445
FIE00146698;67,9681;23,6803;3,8;9;23,3;28,6;30,7;17,7268;20,122;22,211
FJ000091680;69,7556;27,0119;7,2;8;33,5;34,25;38,27;31,6793;31,8095;32,0904
FMW00040308;-17,75;177,45;0,2;12;32,8;32,8;32,8;32,133;32,133;32,133
FMW00040504;9,4833;138,0833;0,4;4;32,2;32,75;33,3;32,138;32,169;32,2
FMW00040505;6,9667;158,2167;1;5;32,2;32,2;33,3;30,878;31,22;32,057
FP000091929;7,45;151,8333;6;7,5;32,6;34,1;35,2;31,805;32,395;33,026
FR000007130;-16,45;-151,75;4,6;10;31,28;32,6;35,54;24,0552;25,04;27,7492
FR000007150;48,0667;-1,7331;1,6;61,5;24,59;25,895;33;23,733;24,4255;25,5706
FR000007190;48,8231;2,3367;4,2;11;30,76;33,2;36,2;24,5764;26,958;29,3774
FR000007255;48,55;7,6331;3,4;12;31,34;34,2;36,3;26,189;27,182;28,9938
FR000007510;47,0667;2,3667;4,4;10;33,3;35,8;38,5;27,2165;27,8855;30,6424
FR000007560;44,8317;0,675;4,6;10;19,88;25,1;26,1;15,39;17,792;20,9044
FR000007630;44,1167;3,5831;4,8;13,5;31,85;34,2;38,45;27,0056;28,278;31,6857
FR000007650;43,6231;1,3781;3,2;20,5;33,62;34,7;37,69;29,5259;30,187;32,5258
FR000007747;43,4417;5,2267;4,6;12;33;34,4;36,9;27,9204;28,491;30,6074
FR069029001;42,7381;2,8731;4,6;11;30,62;34,2;38,1;26,2218;27,588;31,644
FRE00104907;45,7231;4,9367;4,4;13,5;32,41;35,2;38,6;28,2661;29,6875;33,0145
FRE00104937;44,5817;4,7381;4;9;21,35;25;28;19,3005;20,1035;21,185
FRM00007005;49,7267;-1,94;3,8;11;26,06;31,6;35,74;21,5102;23,225;25,7514
FRM00007015;50,143;1,832;4;9,5;29,8;31,8;35,5;23,3885;24,155;26,1875
FRM00007149;50,562;3,089;4,6;10;28,7;34,1;36,6;24,652;26,693;28,1394
FRM00007180;48,725;2,359;4,6;9;30,32;32,7;34,82;24,9602;26,556;28,7752
FRM00007690;48,692;6,23;3;24;29,6;30,6;34;26,161;27,192;27,942
FRM00007761;43,658;7,216;3,4;12;31,08;37,3;37,3;28,0608;28,796;30,4836
FRM00007790;41,924;8,803;3,2;18,5;29,91;32;33,57;27,3179;28,4485;30,2283
GB000004501;42,553;9,484;5;7;31,4;32;32,2;30,117;30,581;30,947
GB000004507;-0,72;8,78;4,8;4;32,7864;34,55;35,9;31,967;32,821;33,4981
GB000004510;-2,92;11,02;2,6;4;30,451;33,5;34,2;30,451;31,705;32,7392
GB000004556;2,08;11,48;1;4;33,5;33,5;33,6;31,256;31,485;31,643
GG000037279;0,57;12,87;1;92;28,915;28,915;28,915;27,938;27,938;27,938
GG000037308;42,5;41,883;1;92;30,277;30,277;30,277;28,978;28,978;28,978
GG000037395;42,517;43,133;2,8;21,5;33,5026;35,8;37,8;28,3722;29,051;29,7394
GG000037432;42,2;42,6;2;30,5;27,5875;32;33,85;25,246;26,203;26,787
GG000037484;42,35;44,7;1,4;64;26,215;26,215;36;25,8538;25,939;26,3248
GG000037518;41,633;41,6;1;64;29,806;29,806;29,806;29,232;29,232;29,232
GG000037531;41,567;43,25;1;92;29,53;29,53;29,53;28,138;28,138;28,138
GG000037545;41,983;44,117;3,4;10;29,48;36,3;39,86;28,223;31,032;32,7076
GG000037553;41,68;44,95;2,2;13;28,1316;32,1;35,4;27,2886;28,753;29,8298
GG000037621;41,933;45,383;1;92;31,508;31,508;31,508;30,316;30,316;30,316
GHM00065472;41,45;44,55;4,8;8,5;32,531;34,2;36;32,531;33,0265;33,3695
GIM00008495;5,605;-0,167;4,6;11;31,1;34,7;36,6;27,7096;28,089;28,7498
GL000004250;36,151;-5,35;4;10,5;14,7;17,1;18,2;10,235;11,553;13,0025
GL000004320;64,1667;-51,75;2,4;34,5;11,23;13,9;19,7;5,56279;6,63695;8,34695
GL000004360;76,77;-18,67;4,6;7;14,78;15,5;18,9;9,66904;10,677;11,8332
GLE00147401;65,5997;-37,6331;1;94;6,8858;6,8858;6,8858;4,5824;4,5824;4,5824
GLE00147481;81,6;-16,6497;2,2;19;15,2;15,5;19,7;9,33832;10,101;11,037
GLM00004220;70,4831;-21,95;3,8;10;13,4;16,9;17,96;8,53002;10,28;11,1388
GLM00004390;68,7;-52,85;4,8;8,5;14,28;17,6;20,38;10,342;11,1005;12,3545
GLW00017605;60,033;-43,117;2;41;3,4425;13,45;15,6;3,4021;6,074;6,5618
GM000001474;76,5167;-68,8333;3,8;10;29,5;33,5;35,8;22,8044;24,664;26,434
GM000002716;53,0464;8,7992;1,6;77;23,175;25,1875;36,8;22,277;22,7305;26,0175
GM000003038;48,7703;9,1825;3;11;27,9;32,4;34,4;22,491;23,867;26,341
GM000003319;53,6442;11,3883;3,2;11;29,46;33,6;34,5;24,5253;26,1975;27,9958
GM000003342;52,4639;13,3017;3,2;14,5;31,52;34,2;36,6;24,727;26,1375;28,1436
GM000004063;52,3833;13,0639;3,8;13;31,5;32,2;35,28;25,384;26,369;28,3308
GM000004155;49,8753;10,9217;4,4;9,5;11,38;14,1;15,8;6,75772;8,4532;10,0034
GM000004199;47,4219;10,9867;4,2;14;29,12;32,1;34,8;24,2534;25,281;28,3464
GM000010147;48,1642;11,5442;4;7,5;25,95;31,5;34,6;21,7;24,1715;26,5085
GM000010393;53,635;9,99;3,4;8;28,56;31,5;35,08;22,7268;25,065;27,4254
GM000010962;52,2094;14,1203;5,2;9,5;24,9;27,8;31;19,8754;21,368;24,2277
GME00102177;47,8017;11,0117;3;12;21,1;25,4;28;18,25;19,088;20,933
GME00102185;54,1764;7,8931;3,8;10;24,42;26,8;30,22;18,4128;20,6;22,1904
GME00102193;55,0125;8,4125;3,4;11;24,58;31,6;32,8;20,299;22,132;23,3508
GME00102201;54,5289;9,5492;3,2;10,5;24,5;29,1;30,8;20,2033;21,7185;22,7116
GME00102212;54,5294;11,0617;3,6;9,5;29,3;32,4;32,6;21,1496;22,7995;23,8462
GME00102220;54,1817;12,0819;4;7;24,2;31,8;35,6;21,05;22,5035;24,5705
GME00102236;54,0978;13,4075;3;9;28;30,6;32;23,474;25,01;27,394
GME00102244;52,9053;12,8083;3,6;9,5;29,34;33,5;35,75;23,2226;24,6135;28,0522
GME00102252;52,4656;9,6794;3,4;9;30,24;32,9;34,24;23,5578;25,053;26,3448
GME00102268;52,1031;11,5842;4;8,5;29,15;33,8;34,95;24,307;25,582;27,021
GME00102292;51,2969;6,77;3,8;10;25;32,1;35,52;23,1486;25,384;27,8308
GME00102308;51,4358;12,2414;3,2;16;28,6;32,1;35;22,9837;24,6845;26,7068
GME00102340;51,1631;14,9531;4,2;10;27,4;30,6;33,16;22,028;23,743;25,317
GME00102348;50,9844;10,9631;4;12;19,5;24,1;26,4;15,2655;17,1785;19,524
GME00102356;50,4292;12,9553;3,8;12;30,98;32;34,62;23,5882;25,74;28,6004
GME00102364;49,7714;9,9589;3,6;11,5;27,19;29,6;31,79;20,7974;23,0065;25,1426
GME00102372;50,3131;11,8775;4,2;12;28,46;31;33,3;23,5002;25,5;27,2752
GME00102380;49,2142;7,1081;4;13;30,1;32,05;34,15;23,2405;25,3685;28,5135
GME00102388;49,5042;11,0567;3,6;11,5;28,71;31,75;32,9;23,7117;25,414;28,2181
GME00102396;48,8283;12,5603;3,4;13;29,1;31,7;33,5;23,7832;24,97;27,8262
GME00102404;48,4264;10,9431;4,6;13;28,58;32,4;36,3;24,7692;26,06;29,1234
GME00102412;47,6781;9,1908;3,6;15;29,32;32;33,7;22,9266;24,4745;26,8252
GME00111445;47,7242;10,3364;3,2;13,5;26,76;32,9;34,79;22,6604;25,67;27,1412
GME00111457;52,4683;13,4039;3,8;13;23,44;27,3;29,5;18,8488;19,371;21,7962
GME00111474;51,1817;8,49;4,6;9;29,76;33,6;35,64;24,3766;26,053;28,0958
GME00114621;49,7492;6,6592;4;9,5;19,5;23,1;26,75;14,528;15,8485;19,5325
GME00115771;51,8;10,62;4;13,5;30,75;33,6;36;25,2325;26,8005;28,788
GME00120934;48,8292;9,2008;4,4;13;19,78;23,2;25,7;14,5096;16,125;18,8785
GME00120946;47,8756;8,0044;3,6;15;26,83;30,2;32,7;21,6773;22,5625;25,282
GME00120970;48,4544;8,41;3,8;12;28,8;33,4;34,4;23,2642;24,864;26,7188
GME00120982;50,8819;12,13;4;11;28,6;32,5;35,7;23,909;26,1005;27,7015
GME00120994;50,6008;8,6506;2,8;14;30,15;32,25;35,5;23,0175;25,3695;26,6074
GME00121006;53,0331;13,9931;4,6;12;19,26;25,5;27,3;15,4658;17,071;20,0994
GME00121018;49,1139;13,1353;2,8;8,5;24,57;26;30,6;19,5975;20,275;21,5061
GME00121030;54,6817;13,4367;2,4;9;21,865;33,7;34,4;20,986;21,924;23,6202
GME00121042;54,3756;10,1439;3,8;9;30,2;32,5;36,8;23,709;25,917;27,652
GME00121054;50,8658;7,1583;3,8;14;31;33,1;36,38;24,9434;27,248;29,1156
GME00121078;48,3656;7,8289;3,4;8;26,68;30,3;33,5;21,1112;24,028;26,281
GME00121090;51,7867;8,8394;2,8;11,5;29,72;32,3;35,8;24,1811;25,1115;27,2156
GME00121102;53,3242;11,9333;3,6;10;27,52;30,6;32,2;18,6592;21,2425;22,4608
GME00121114;53,7139;7,1525;3,6;12,5;27,71;31,6;32,29;22,0125;23,7635;26,0154
GME00121126;47,3989;10,2767;4;11,5;29,1;33,6;35,4;25,0165;25,875;28,6055
GME00121138;49,2081;9,5183;3,6;10;30,06;32,7;34,1;24,7698;26,435;29,1051
GME00121150;49,0433;12,1031;3,2;11;28,76;33,8;36,9;24,3557;25,567;28,7453
GME00121162;52,5656;13,3106;5,2;11,5;27,4;29,4;32,04;19,9108;21,9325;25,1889
GME00121174;48,6667;9,8656;4,6;12;24,5;27,2;28,92;18,8724;20;22,6418
GME00121186;50,4978;9,9439;3,8;10;27,6;32;33,8;22,7802;25,582;28,0858
GME00121246;49,6669;12,1856;1;92;26,33;26,33;26,33;24,801;24,801;24,801
GME00121258;50,0892;8,7864;3,2;12;27,9;32,95;35,49;25,3056;26,576;28,5459
GME00121270;51,7775;14,3183;4;10,5;27,2;32,8;33,6;20,378;22,399;24,087
GMM00010348;53,8731;8,7067;1,8;64;22,645;26,3;34,54;21,516;21,717;24,5646
GMM00010385;52,319;10,556;1;94;23,729;23,729;35;23,154;23,154;24,229
GMM00010488;52,38;13,523;1;94;23,044;23,044;36;22,582;22,582;24,049
GMM00010729;51,133;13,767;2;35,5;25,306;30,95;36,7;24,488;25,716;26,7825
GMM00010870;49,473;8,514;4,6;12;29,26;31,3;35,1;23,4628;24,946;27,6118
GMW00034055;48,3581;11,8092;2,2;25;19,4246;27,2;30,52;18,7664;19,87;20,7738
GMW00035032;49,95;7,2667;4,2;11;29,44;33,7;37,5;25,121;26,869;28,8884
GQW00041415;50,0333;8,5833;2,4;11,5;32,2;32,8;33,3;31,24;31,4465;32,0238
GR000016641;13,4836;144,7961;3,6;14,5;33,36;37,2;40;30,5278;32,161;33,0889
