name;lat;long;count;duration;q10_max;q50_max;q90_max;q10_min;q50_min;q90_min
RSM00027697;54,817;46,583;1;94;25,079;25,079;25,079;23,742;23,742;23,742
RSM00027707;54,95;48,817;3,8;11;26,28;28,8;33,14;21,5934;23,289;26,4054
RSM00027719;54,1;35,3164;3,2;13;27,74;29,4;34,32;22,7602;23,8865;27,3462
RSM00027752;54,233;37,617;1;94;24,638;24,638;24,638;23,638;23,638;23,638
RSM00027760;54,633;43,233;1;94;24,341;24,341;24,341;23,362;23,362;23,362
RSM00027776;54,133;45,233;1;94;26,409;26,409;26,409;24,848;24,848;24,848
RSM00027799;54,483;46,7;1;94;29,117;29,117;29,117;27,532;27,532;27,532
RSM00027823;54,233;49,6;3,2;13,5;27,5;29,4;34,35;22,5592;24,318;27,728
RSM00027835;53,7831;39,25;1,6;57;27,168;27,234;31,76;23,8028;25,4475;25,676
RSM00027848;53,717;40,117;1;94;24,593;24,593;24,593;23,924;23,924;23,924
RSM00027857;53,45;41,8;3;12;29,2;30,5;36;24,755;25,512;28,476
RSM00027858;53,5;42,62;1;94;24,733;24,733;24,733;24,202;24,202;24,202
RSM00027906;53,333;43,317;4;9;27;30;34,1;22,443;24,284;27,036
RSM00027921;52,933;36;1;94;26,128;26,128;26,128;25,076;25,076;25,076
RSM00027928;53,15;38,117;2,8;11;28,53;30,15;34,88;23,1405;24,7935;28,2564
RSM00027930;52,633;38,517;1;94;24,371;24,371;24,371;23,657;23,657;23,657
RSM00027935;52,7;39,517;1;94;25,276;25,276;25,276;24,345;24,345;24,345
RSM00027957;52,883;40,483;1;94;25,259;25,259;25,259;24,575;24,575;24,575
RSM00027962;52,667;42,717;3,8;7;29,5;33,2;36,1;25,0528;26,346;28,2006
RSM00027983;53,13;45,02;2,8;14,5;29,92;34,1;35,5;25,0144;26,3885;27,8626
RSM00027995;53,183;48,4;3,2;17,5;31,88;35,95;38,9;25,9483;28,2355;29,1525
RSM00028009;53;49,4;3,2;14;27;31,75;33,2;22,274;24,912;26,09
RSM00028044;59,33;52,23;1,8;39;23,523;30,5;34,1;21,006;22,961;24,2436
RSM00028049;59,6;60,533;2,8;17,5;25,29;29,5;33,38;20,4312;23,3995;24,7879
RSM00028064;59,433;62,333;3,2;15,5;29,6;31,15;34,02;21,3742;23,167;26,3775
RSM00028076;59,6167;65,7167;3,8;12;27,2;31;32,7;20,4566;23,098;25,7368
RSM00028116;59,6;69,283;3;11;25,3;32,3;34,1;20,85;23,971;25,412
RSM00028138;58,983;54,65;3,8;12;22,2;30;31,2;18,673;21,816;23,1444
RSM00028144;58,5167;58,85;3;14;26,1;31,6;34,5;20,35;24,552;25,433
RSM00028214;58,9;60,7994;3,2;8,5;24,56;31,75;32,49;20,8363;23,986;25,2597
RSM00028216;58,133;52,583;3,2;10,5;24,23;31,6;33,57;20,3406;23,868;25,1448
RSM00028224;58,083;54,683;3,2;12,5;26,14;32,1;33,71;21,0214;24,685;25,3332
RSM00028225;58,0167;56,3;1;92;23,374;23,374;23,374;21,58;21,58;21,58
RSM00028240;57,915;56,021;3,6;8,5;25,08;31,1;33,81;19,9859;23,0695;24,6955
RSM00028255;57,883;60,067;3,6;10,5;27,8;32,1;34,4;21,9956;24,3245;26,1817
RSM00028275;58,0994;63,7;3;15;30;31,5;35,7;21,26;23,737;25,765
RSM00028319;58,15;68,25;2,6;15;24,2;32,7;33,7;20,6176;24,677;25,836
RSM00028321;57,083;54,75;2,6;17;25,06;32,3;34,2;21,0602;23,865;25,187
RSM00028334;57,717;55,383;3;13;28,3;32;34,5;22,025;23,532;25,476
RSM00028367;57,35;58,217;3,4;14;25,1;33;33,7;22,8748;25,572;26,814
RSM00028382;57,15;65,5;3,6;13,5;26,8;31,3;32,58;20,6983;23,827;24,6276
RSM00028383;57,717;57,683;4;13;28,5;31,1;35,3;21,8585;23,626;24,8325
RSM00028418;57,517;72,4;3;12;25,1;33,6;35,7;22,575;25,666;26,303
RSM00028428;56,47;53,73;2,4;16;24,9554;33;34,02;22,3162;25,488;26,8457
RSM00028434;56,5;56,133;2,8;15;27,38;33,3;36;22,4485;25,977;26,8523
RSM00028440;56,65;57,7831;2,6;16;26,74;32,7;35,6;22,035;24,908;26,1928
RSM00028451;56,8331;60,6331;3,4;11;24,74;32,7;36,1;20,9826;24,813;26,9078
RSM00028465;56,85;62,717;4,6;8;26,8;30;36,5;22,478;23,497;26,284
RSM00028481;56,683;66,35;4;9;27,4;29,55;37;21,9035;23,709;25,796
RSM00028491;56,817;70,617;4;14,5;27;31,2;32,8;21,157;23,3505;24,738
RSM00028493;56,933;72,667;4,2;10;27,68;33,2;36,4;22,4546;24,25;26,4556
RSM00028502;56,9;74,3831;1;94;25,191;25,191;25,191;23,827;23,827;23,827
RSM00028506;56,2;51,1;3,2;14;25,33;33,2;34,1;23,0848;26,16;26,8372
RSM00028522;55,77;52,0694;1;94;24,502;24,502;24,502;23,396;23,396;23,396
RSM00028541;56,083;56,583;3,8;11;23,2;30,7;34,2;19,9396;23,363;25,0352
RSM00028552;56,083;60,3;3,8;15;26;34;36;22,3212;26,284;27,4548
RSM00028573;56,08;63,63;3,8;15;28,32;31,6;36,5;22,5864;24,93;26,4594
RSM00028586;56,0994;69,43;3,6;14;27,1;31,75;33,92;22,03;23,235;26,2514
RSM00028588;55,867;72,2;3,8;10;29,3;32,8;37,3;23,0232;24,062;26,8632
RSM00028593;55,567;71,367;3,6;11;26,4;29;36;22,0318;22,9825;25,5121
RSM00028598;56,1;74,633;3,2;15;27,11;31,7;35;22,5032;23,98;25,7369
RSM00028621;55,6;73,483;3,6;13,5;24,43;31,5;36,7;21,435;24,3755;26,2579
RSM00028642;55,417;55,533;2,8;20,5;24,2035;29,4;34,82;21,2732;23,0205;24,8561
RSM00028655;55,3;61,533;2,2;19;26,498;32;33,5;22,4566;23,657;25,4
RSM00028661;55,233;63,317;4,2;11;30,04;34,1;36,8;23,9544;26,763;28,1314
RSM00028666;55,4667;65,4;3,8;12;29,8;33,1;36,4;23,9764;26,155;27,6394
RSM00028688;55,25;67,3;4,2;13;28,66;33,3;35,1;23,955;24,924;26,5828
RSM00028696;54,9;71,25;4,6;9;29,34;34,6;35,32;23,7592;25,948;26,8406
RSM00028698;55,033;74,583;3,6;14;28,1;34,7;35,5;23,0924;25,4615;27,0954
RSM00028704;55,0167;73,3831;3,2;15;26,25;34,5;35,5;23,762;26,2715;26,9616
RSM00028705;54,5;50,4;1;94;25,855;25,855;25,855;24,908;24,908;24,908
RSM00028711;54,417;51,1;3;17;25,3;32,5;34,2;22,189;24,474;25,483
RSM00028719;54,583;52,8;3;15;26,5;32,3;36;22,587;24,971;26,303
RSM00028722;54;54,2;3,8;13;25,08;33,1;34,5;23,0362;25,54;26,959
RSM00028748;54,7167;55,8331;3,4;10;29,64;33,6;38,18;23,6274;26,295;28,6968
RSM00028756;54,0994;61,5994;2,2;18;25,9774;30;34,2;25,0842;25,718;27,3526
RSM00028786;54,467;64,867;4,6;9;28,8;34,1;35,36;24,1946;26,346;27,7916
RSM00028797;54,367;71,75;3,6;13;28,53;31,35;36,57;23,8496;25,0765;27,993
RSM00028799;54,2;72,967;4;11,5;30,45;34,5;35,6;23,9635;25,7605;26,458
RSM00028806;54,167;74,8;1;94;27,154;27,154;27,154;25,781;25,781;25,781
RSM00028825;53,617;52,45;2,8;18,5;28,81;33,5;35,95;24,6272;26,2075;28,3247
RSM00028838;53,5994;56;2,2;21;25,148;31,9;34,7;23,7202;24,964;26,5678
RSM00028908;53,35;59,083;1;94;29,379;29,379;29,379;28,671;28,671;28,671
RSM00028909;52,617;51,283;3,2;17,5;29,13;36,65;39,03;24,4372;27,563;28,3429
RSM00028916;52,817;52,217;1;94;28,319;28,319;28,319;27,567;27,567;27,567
RSM00029023;52,933;54,75;4,4;14;27,08;31,4;32,2;21,9314;23,6365;25,3924
RSM00029068;59,85;81,95;2,2;23;21,48;26,9;30,8;19,3532;22,423;23,6956
RSM00029111;59,5;91,017;4;11,5;30,45;32,6;33,5;23,063;24,189;25,431
RSM00029122;59,2;78,2;4,4;16;27,92;30,9;33,3;21,0907;22,588;24,6023
RSM00029209;59,05;80,95;3,2;19,5;27,39;31,3;32,1;21,8673;22,8345;24,3122
RSM00029231;57,783;77,283;4,2;13;28,48;30,8;33;22,3674;23,996;25,6876
RSM00029253;58,3;82,8831;3,2;18,5;30,7;32;32,3;22,1121;22,788;24,0045
RSM00029263;58,433;89,367;3;15;30,2;31,1;34,5;23,565;25,035;25,972
RSM00029274;58,45;92,15;1,8;20;24,931;29,8;31,7;22,329;23,518;24,1592
RSM00029282;58,083;93;3,8;11;30,8;32,4;35,48;24,633;25,637;26,8034
RSM00029313;58,3831;97,45;4;11,5;26,4;31,7;35,1;21,912;25,424;27,079
RSM00029328;57,57;79,43;4;8;27,6;29,2;32,2;23,1225;23,8135;26,207
RSM00029363;57;82,07;2,2;24;24,354;32;32,1;21,992;23,671;27,326
RSM00029393;57,633;92,267;3,8;8;28,7;32,9;35;24,5664;25,629;26,0696
RSM00029405;57,65;99,53;4;9;25,7;29,7;34,9;22,2795;23,3445;25,687
RSM00029418;56,6;76,567;3,8;9;26,62;31,3;34,5;22,6406;24,977;27,8848
RSM00029456;56,35;78,35;2,4;18;24,311;32;32,4;21,7831;22,9575;23,8462
RSM00029464;56,533;89,317;1;92;24,96;24,96;24,96;22,863;22,863;22,863
RSM00029467;56,65;90,55;3,8;15;27;32,4;34,8;22,333;24,7;25,8998
RSM00029471;56,28;90,5;4,4;11,5;31,52;32,8;36,1;23,3234;24,26;24,8326
RSM00029477;56,9;93,133;2,8;14,5;25,082;32;32,8;22,9004;24,081;25,3658
RSM00029481;56,5;93,283;4,4;9;28,53;31,6;38,5;23,9342;25,1235;26,1838
RSM00029524;56,85;95,217;4;12,5;27,25;30,75;35,7;22,3985;23,929;25,095
RSM00029551;55,85;80,033;4,8;9,5;31;32,9;34,3;23,2373;23,8845;24,7994
RSM00029553;56,217;87,75;4;14;29,7;32;34,1;22,1995;23,4165;24,5725
RSM00029557;56,233;89,583;4;12,5;27,6;31,85;33,65;23,5195;24,694;25,8075
RSM00029562;55,75;88,32;2,8;14,5;29;31,9;33,2;21,9521;22,8285;23,6758
RSM00029563;56,1;91,667;1;94;23,374;23,374;23,374;21,479;21,479;21,479
RSM00029570;56,117;92,2;4,2;15;30,82;33;34,96;24,2346;24,886;26,7942
RSM00029576;56,0331;92,75;1,8;24;23,583;32,2;32,2;21,638;24,006;25,8168
RSM00029581;55,8;94,333;3,4;12;31,2;32;37,04;23,2366;24,838;25,6216
RSM00029587;56,2;95,633;2;32;24,693;32,9;33,5;22,873;24,079;26,729
RSM00029594;55,633;95,467;4;13,5;32;32,4;34,9;24,107;24,895;25,892
RSM00029602;55,95;98;4,2;12;27,4;29,1;36,3;21,9528;24,042;25,9172
RSM00029605;55,283;76,6;4,8;9,5;28;32,85;34,1;24,0547;26,029;26,7559
RSM00029612;55,2;75,97;4,8;11,5;27;32,1;36,2;23,4684;24,555;26,3852
RSM00029625;55,3331;78,3667;4,6;9;28,44;30,9;35,4;22,3362;23,528;25,7084
RSM00029631;55,1;80,967;4,8;9;31,71;33,1;37,1;23,4897;25,106;27,0104
RSM00029634;55,3;82,75;1,6;63;22,951;27,489;31,88;20,6136;22,6365;23,501
RSM00029636;55,083;82,9;4,8;10;28;32;32,7;23,1974;24,2235;24,9968
RSM00029642;55,233;84,4;4,4;16,5;29,89;31,8;33;22,4276;22,9155;24,2307
RSM00029645;55,27;86,107;4;8,5;27,2;32,65;33,3;24,098;25,37;26,1585
RSM00029653;55,25;86,22;4,6;11;27,18;31,6;32,6;22,0872;22,878;23,839
RSM00029654;55,3;89,817;4,6;11;22,78;31,4;32,84;19,4638;21,657;22,33
RSM00029662;55,217;87,65;1;94;24,674;24,674;24,674;23,043;23,043;23,043
RSM00029676;55,383;91,667;5;9;29;31,9;34,8;23,153;23,947;24,949
RSM00029698;55,25;94,883;5;8;29,6;32,2;34,9;25,106;26,071;26,612
RSM00029706;54,8831;99,0331;3,4;23;28;32,5;36,12;23,59;25,436;26,1182
RSM00029712;54,367;77,283;4,2;10;27,58;32,3;33,94;23,2346;24,563;26,0264
RSM00029724;54,7;78,667;4,6;13;26,6;32,6;37,6;23,1022;24,78;26,7518
RSM00029726;54,3;80,5;4,6;9;28,8;32,7;33,66;23,2308;24,854;25,9908
RSM00029736;54,367;81,95;4;13;28,6;31,8;32,6;23,151;24,466;25,788
RSM00029752;54,333;84,217;4,2;14;24,32;26,3;27,9;17,3284;18,289;19,68
RSM00029766;54,75;88,82;4;11,5;29,25;33,9;34,45;24,15;25,269;26,5105
RSM00029789;54,367;92,133;5,2;8;28,1;31,7;35,6;21,6481;23,0845;24,0984
RSM00029813;54,22;96,97;4;11,5;28,55;32,6;37,5;23,883;25,076;26,832
RSM00029814;53,967;79,233;3,8;17;28,54;33;34,9;24,5598;25,711;26,3058
RSM00029822;53,7;78,067;5,2;8;28,1;33,2;35,87;24,4965;26,236;27,3841
RSM00029827;53,8;81,28;4,6;12;27,78;33,2;35;23,7992;25,347;26,4172
RSM00029838;53,267;80,767;5,4;10;30;32,4;36,1;24,324;26,44;27,6398
RSM00029864;53,4331;83,5167;5,2;11;29,48;32,9;34,8;22,8382;23,996;25,3284
RSM00029866;53,717;90,367;3,8;17;29,02;33;37,3;25,5814;26,924;27,9206
RSM00029869;53,7167;91,7;5;13;28,3;32,7;35,7;23,27;25,289;27,189
RSM00029923;53,3;92,417;4,4;9;30,76;32,4;34,97;24,5518;25,474;26,6869
RSM00029937;53,07;82,3;5;13;30,1;33,4;34,9;24,536;26,121;26,704
RSM00029939;52,517;82,767;4,2;11;32,02;33;37,06;25,7794;26,6;27,9658
RSM00029956;52,68;84,95;4,8;10,5;26,9;32,8;33,4;23,1347;24,246;25,8578
RSM00030028;52,8;89,917;2,6;19;31,5;32;35,7;23,2882;24,246;25,3872
RSM00030054;59,28;106,17;2,8;24;30,5;34,7;36,4;22,3047;24,9775;26,6911
RSM00030089;59,45;112,5831;3,2;17;32,11;34,5;36,5;24,0272;26,711;27,8633
RSM00030157;59,02;121,77;2;31,5;26,999;35,2;36,1;23,2525;25,559;26,724
RSM00030230;58,317;112,867;4;8,5;30,85;34;35;23,845;25,9045;27,519
RSM00030252;57,7667;108,0667;2,4;18,5;31,77;35,7;36,3;25,4775;27,385;28,7882
RSM00030309;57,82;114,02;3,6;12;27,9;31;32,44;21,6524;23,6825;24,6518
RSM00030328;56,28;101,75;4,4;11,5;32,7;34,1;35,39;25,2963;25,9925;27,5575
RSM00030372;56,05;105,83;2,4;17,5;29,27;30,9;33,4;22,7749;23,678;24,3823
RSM00030385;56,9;118,2667;2,2;19;31,7;33,6;35,2;23,0902;25,497;26,3356
RSM00030393;56,58;121,48;2,2;23;28,06;29,3;32,6;20,1806;21,987;23,0212
RSM00030405;56,8331;124,8667;1,6;70;24,395;27,1975;31,6;22,2418;22,484;23,753
RSM00030433;55,383;101,033;2,8;13;22;28,5;31,11;19,3354;20,647;22,3302
RSM00030439;55,78;109,55;1;64;18,836;18,836;27;18,503;18,586;18,586
RSM00030455;55,117;109,75;2,2;22;24,44;29,6;31,32;18,866;20,644;22,3818
RSM00030493;55,467;113,617;2,6;16;28,7;30,7;32,6;20,684;21,6;22,6604
RSM00030499;55,97;124,88;2,6;19;30,64;32,3;35,7;22,014;24,978;25,5038
RSM00030504;55,183;124,667;4,4;9,5;29,61;32,5;36,01;24,2114;24,961;26,2319
RSM00030521;54,6;100,63;3,8;10;33,28;33,8;35,72;25,7688;26,56;27,4928
RSM00030554;54,8;105,1667;3;10;27,5;30,7;34,1;22,286;24,357;24,671
RSM00030603;54,47;113,58;2,8;11,5;30,01;32,95;35,9;23,1771;24,522;25,9441
RSM00030612;53,933;102,05;3;18;32,2;33,8;35,5;24,764;25,542;26,062
RSM00030622;54;103,07;3,6;11;28,38;32,9;34,6;22,5964;24,968;25,9881
RSM00030627;53,967;105,9;4;11,5;28,35;32,6;33,6;23,571;24,454;25,924
RSM00030635;53,1;105,53;4;11,5;24,2;31;32,6;19,031;20,9765;21,883
RSM00030636;53,42;109,02;3,8;12;28,78;34,2;35,8;24,7354;26,094;27,3448
RSM00030650;53,6167;109,6331;3,2;13;28,83;31,1;34,7;23,7256;24,6415;26,2232
RSM00030673;53,2;112,8;3,2;17;29,7;31,1;34,6;22,5663;24,3315;25,0645
RSM00030683;53,75;119,7331;3,2;14;27,24;31,6;34,87;22,2126;24,2015;25,111
RSM00030686;53,967;121,933;3,4;14;28,44;34,6;38,8;24,0982;26,371;27,4734
RSM00030695;53,467;122,4;3,6;15,5;31,6;33,9;37,6;24,4535;26,486;27,391
RSM00030703;53,5;123,9;4,8;8;29,44;32,5;36;23,4176;24,6515;26,0426
RSM00030710;52,97;101,98;3,8;12;28,68;32,4;34,98;24,5696;25,721;26,552
RSM00030731;52,2667;104,35;2,4;24,5;20,391;27,3;33,6;19,2631;20,004;23,0127
RSM00030739;52,983;108,283;2,8;13,5;28,6952;35,4;37,5;24,2382;26,9665;27,9552
RSM00030745;52,167;109,783;3,2;15;28,14;31,7;33,2;22,097;23,913;24,7169
RSM00030758;52,53;111,55;3,2;10;28,61;35;37,58;25,9975;27,207;28,9452
RSM00030764;52,0831;113,4831;3,4;11;23,9344;32,1;35,6;23,4756;24,951;27,0136
RSM00030777;52,65;115,167;3,2;16,5;29,72;35,1;38,32;24,9606;27,057;28,8421
RSM00030781;52,2331;117,7;2,6;12;28,9624;34,2;37,5;24,6454;26,463;27,6514
RSM00030802;52,75;120,033;2,4;22,5;22,9774;29,9;34;20,3469;21,7365;22,7954
RSM00030815;51,683;100,983;4,4;12,5;22,9;27;31,5;18,425;19,353;20,1972
RSM00030822;51,53;103,6;3,6;13;23,56;25,3;28,7;19,1141;20,186;21,542
RSM00030823;51,72;105,85;4,2;10;31,8;37;38,4;25,8668;27,261;28,0918
RSM00030829;51,8331;107,6;2,4;19,5;30,6414;36,95;40,2;25,9585;27,484;28,1019
RSM00030838;51,1;106,65;1,4;90;24,66;30;36,1;22,8962;23,125;26,2978
RSM00030844;51,317;108,867;4;14,5;29,9;34,2;37,5;25,516;26,2715;27,6975
RSM00030846;51,35;110,47;2,4;11;29,31;35;38,5;23,7022;26,232;28,0345
RSM00030859;51,35;112,467;2,6;15;31,72;36,1;38,8;25,3062;27,757;29,2746
RSM00030862;51,1;114,52;2,2;16;30,24;35,9;38,4;24,182;26,924;29,7504
RSM00030879;51,867;116,033;4,2;13;29,4;34,7;35,7;24,2076;26,287;27,3618
RSM00030925;51,32;119,62;4,2;13;32,8;35,9;38,14;25,863;27,02;28,3926
RSM00030935;50,3667;106,45;3,8;17;30,24;34,6;37,2;26,1548;26,821;27,8682
RSM00030949;50,37;108,75;3,2;19;30,98;35,2;38,75;25,0269;27,1605;28,5387
RSM00030957;49,5667;111,9667;2,6;13;28,48;35,3;41,7;24,0162;26,918;29,3674
RSM00030961;50,267;113,267;2,4;26;29,5222;35,9;38,46;24,3182;26,059;28,556
RSM00030965;50,95;115,583;3,2;12;29,1;34;40,3;24,7388;26,0745;29,2688
RSM00030971;50,4;116,5167;2,8;18,5;27,7;33,15;35,2;21,6321;24,0925;26,7741
RSM00030978;50,917;117,933;2,2;26;32,02;34,6;37,8;25,192;27,112;28,3526
RSM00031004;49,833;118,383;2,8;20;28,58;30,25;32,5;18,6982;21,4305;23,5434
RSM00031005;58,6167;125,0331;1;94;24,848;24,848;24,848;22,753;22,753;22,753
RSM00031026;58,95;126,3;2,8;16;24,86;35;38;20,4733;24,268;26,9641
RSM00031054;58,73;130,62;2,6;24;29,2;34;34,56;22,472;23,807;24,9292
RSM00031062;59,183;135,15;2,8;15;27,59;29,4;32,95;21,2197;22,3215;23,4588
RSM00031088;59,77;137,6697;2,6;13;21,36;23,8;28,1;15,5998;15,956;16,253
RSM00031123;59,3667;143,2164;2,6;25;31,38;33,7;37,6;23,615;24,507;26,4226
RSM00031137;57,767;130,9;3,2;11;25,98;32;34,34;19,5514;22,112;23,9253
RSM00031152;56,28;131,13;3,4;13;29,5;31,8;33,5;21,525;23,512;25,2072
RSM00031168;57,65;136,15;3,6;9,5;21,5;25,6;26,7;15,5216;16,6125;17,0329
RSM00031174;56,45;138,15;4,8;8,5;22,07;25,7;28,5;15,9061;17,135;18,4927
RSM00031253;54,83;137,53;3,2;12;28,5;31,55;33,5;22,7972;23,9185;24,657
RSM00031295;54,7167;128,8667;3;23;30,5;32,7;34,4;23,256;24,433;25,923
RSM00031300;53,467;125,817;2,2;27;31,88;34,5;38,3;24,169;26,525;27,6812
RSM00031329;53,7;127,3;3,6;11,5;28,26;31,6;33,1;21,9245;24,027;24,9927
RSM00031348;53,0831;132,983;4,2;12;29,82;31,5;33,7;21,2992;22,414;23,8286
RSM00031369;53,05;136,033;3,8;13;23,62;29,3;32,02;19,3204;20,517;21,6048
RSM00031371;53,15;140,7164;2,6;17;32,08;33,4;36,9;23,8254;26,852;27,3082
RSM00031388;52,78;126;2,6;17;31,36;32,9;33,9;24,5376;25,759;26,7748
RSM00031416;52,35;129,9167;3,8;10;26,96;32,2;34;23,027;24,515;25,4328
RSM00031418;52,4167;136,5;4,6;11;31,1;31,5;34,3;21,4604;23,22;24,2554
RSM00031439;52,283;135,8;3;16;27,5;29;30,5;21,513;22,531;24,175
RSM00031474;52,38;140,47;3,2;14;30,6;32,5;34,5;24,654;25,185;26,6909
RSM00031478;51,633;133,317;3;12;26,9;28,4;30,5;21,389;22,396;22,83
RSM00031484;52,27;133,9797;4,6;9;26,74;32,8;35,9;22,4702;23,604;25,163
RSM00031510;51,417;135,083;3,4;14;34,3;36,2;37,7;25,7016;27,743;29,4756
RSM00031513;50,25;127,5;1;92;26,679;26,679;26,679;25,033;25,296;25,388
RSM00031521;50,917;128,467;1;94;25,867;25,867;25,867;24,453;24,453;24,453
RSM00031527;50,783;129,333;1,6;55;26,034;32,2;32,5;24,4823;24,8295;25,3126
RSM00031532;50,117;129,467;2,8;16;30,94;32,7;37,1;25,5118;26,1705;28,5181
RSM00031534;50,8667;132,25;2,4;29,5;29,84;33,2;36;24,5342;26,692;27,8921
RSM00031538;50,433;131,017;3,2;12;28,27;32,8;35,1;24,2757;25,841;27,752
RSM00031561;50,1;132,1;1;92;25,416;25,416;25,416;23,954;23,954;23,954
RSM00031587;50,533;137,033;3;17;33,2;35;38,5;26,179;27,297;27,946
RSM00031594;49,617;128,65;3,6;14;32,18;33,2;34,9;25,511;26,77;28,1645
RSM00031624;49,4167;130,0831;3,8;11;29,6;32,8;36;23,9106;26,246;27,5812
RSM00031655;49,4;133,233;4;9,5;26,95;32,5;35,6;23,654;24,7445;26,046
RSM00031702;49,45;136,567;3,6;13,5;30,1;32,5;36;24,2036;25,4605;27,7651
RSM00031707;49;131,083;3,4;13;29,84;34,4;39,6;25,6006;27,251;29,4052
RSM00031713;47,7331;130,9667;4;12,5;27,4;33,05;36,9;23,6205;25,705;26,84
